Unnamed: 0,timestamp_utc,value
13121,2023-05-17 15:15:00+00:00,0.072
13122,2023-05-17 15:30:00+00:00,0.05
13123,2023-05-17 15:45:00+00:00,0.08
13124,2023-05-17 16:00:00+00:00,0.00641
13125,2023-05-17 16:15:00+00:00,0.085
13126,2023-05-17 16:30:00+00:00,0.121
13127,2023-05-17 16:45:00+00:00,0.08882
13128,2023-05-17 17:00:00+00:00,0.0444
13129,2023-05-17 17:15:00+00:00,0.0927
13130,2023-05-17 17:30:00+00:00,0.08931
13131,2023-05-17 17:45:00+00:00,0.11882
13132,2023-05-17 18:00:00+00:00,0.09
13133,2023-05-17 18:15:00+00:00,0.07989
13134,2023-05-17 18:30:00+00:00,0.07075
13135,2023-05-17 18:45:00+00:00,0.11687
13136,2023-05-17 19:00:00+00:00,0.12
13137,2023-05-17 19:15:00+00:00,0.09
13138,2023-05-17 19:30:00+00:00,0.07284
13139,2023-05-17 19:45:00+00:00,0.066
13140,2023-05-17 20:00:00+00:00,0.0901
13141,2023-05-17 20:15:00+00:00,0.08358
13142,2023-05-17 20:30:00+00:00,0.05761
13143,2023-05-17 20:45:00+00:00,0.06811
13144,2023-05-17 21:00:00+00:00,0.091
13145,2023-05-17 21:15:00+00:00,0.03989
13146,2023-05-17 21:30:00+00:00,0.08431
13147,2023-05-17 21:45:00+00:00,0.042
13148,2023-05-17 22:00:00+00:00,0.08086
13149,2023-05-17 22:15:00+00:00,0.08996
13150,2023-05-17 22:30:00+00:00,0.12367
13151,2023-05-17 22:45:00+00:00,0.1125
13152,2023-05-17 23:00:00+00:00,0.096
13153,2023-05-17 23:15:00+00:00,0.053
13154,2023-05-17 23:30:00+00:00,0.034
